kind;n;m;sum_n;AgeLatency;IterationCount;ExpansionVertex;ExpansionEdges;LowerBounds;UpperBounds;gen_time;sp_time
2;10;18;739;4334;2;"[12,154]";"[23,592]";"[2599,4334]";"[4334,4334]";0.00;0.00
2;10;18;362;1563;2;"[12,110]";"[22,509]";"[969,1563]";"[1568,1563]";0.00;0.00
2;10;18;294;1802;2;"[12,207]";"[22,785]";"[1080,1802]";"[1874,1802]";0.00;0.00
2;10;18;80;801;2;"[12,22]";"[24,54]";"[599,801]";"[821,801]";0.00;0.00
2;10;18;59;181;2;"[12,43]";"[24,127]";"[136,181]";"[181,181]";0.00;0.00
2;10;18;140;4322;2;"[12,52]";"[23,278]";"[2631,4322]";"[4322,4322]";0.00;0.00
2;10;18;67;383;2;"[12,49]";"[23,129]";"[193,383]";"[431,383]";0.00;0.00
2;10;18;154;155;3;"[12,84,87]";"[22,241,244]";"[96,155,155]";"[163,155,155]";0.00;0.00
2;10;18;32;450;1;"[12]";"[24]";"[450]";"[450]";0.00;0.00
2;10;22;57;215;2;"[12,34]";"[28,80]";"[212,215]";"[233,215]";0.00;0.00
2;10;22;398;1467;2;"[12,305]";"[26,948]";"[984,1467]";"[1472,1467]";0.00;0.00
2;10;22;27;102;2;"[12,24]";"[25,68]";"[42,102]";"[110,102]";0.00;0.00
2;10;22;49;41;2;"[12,48]";"[25,113]";"[23,41]";"[46,41]";0.00;0.00
2;10;22;88;865;2;"[12,29]";"[26,76]";"[577,865]";"[889,865]";0.00;0.00
2;10;22;348;3001;2;"[12,229]";"[24,835]";"[2501,3001]";"[3056,3001]";0.00;0.00
2;10;22;343;423;3;"[12,169,228]";"[25,600,766]";"[243,423,423]";"[438,426,423]";0.00;0.00
2;10;22;68;143;2;"[12,33]";"[27,105]";"[73,143]";"[143,143]";0.00;0.00
2;10;22;104;862;2;"[12,35]";"[27,97]";"[862,862]";"[874,862]";0.00;0.00
2;10;22;225;939;2;"[12,130]";"[25,384]";"[585,939]";"[951,939]";0.00;0.00
2;10;22;1658;5550;2;"[12,567]";"[25,3052]";"[1388,5550]";"[5550,5550]";1.00;1.00
2;10;22;145;193;2;"[12,20]";"[26,58]";"[106,193]";"[193,193]";0.00;0.00
2;10;22;37;22;2;"[12,24]";"[28,73]";"[10,22]";"[22,22]";0.00;0.00
2;10;22;367;2415;2;"[12,91]";"[28,305]";"[1815,2415]";"[2415,2415]";0.00;0.00
2;10;22;137;864;1;"[12]";"[26]";"[864]";"[864]";0.00;0.00
2;10;22;22;131;2;"[12,21]";"[25,43]";"[123,131]";"[135,131]";0.00;0.00
2;10;22;460;5397;2;"[12,249]";"[27,1096]";"[3319,5397]";"[5481,5397]";0.00;0.00
2;10;22;914;4612;2;"[12,619]";"[27,3250]";"[2313,4612]";"[4690,4612]";2.00;2.00
2;10;22;57;1204;2;"[12,14]";"[26,32]";"[843,1204]";"[1204,1204]";0.00;0.00
2;10;22;157;492;2;"[12,42]";"[27,159]";"[200,492]";"[492,492]";0.00;0.00
2;10;22;103;259;2;"[12,92]";"[25,186]";"[138,259]";"[264,259]";0.00;0.00
2;10;22;555;15420;2;"[12,549]";"[25,2173]";"[7804,15420]";"[15420,15420]";0.00;1.00
2;10;22;509;1732;4;"[12,217,360,503]";"[25,608,885,1124]";"[649,1732,1732,1732]";"[1888,1880,1756,1732]";1.00;1.00
2;10;22;376;1251;2;"[12,331]";"[24,878]";"[886,1251]";"[1265,1251]";0.00;0.00
2;10;22;215;1458;4;"[12,83,91,186]";"[25,192,208,460]";"[719,1458,1458,1458]";"[1518,1498,1473,1458]";0.00;0.00
2;10;22;135;180;2;"[12,95]";"[24,267]";"[80,180]";"[197,180]";0.00;0.00
2;10;22;24;280;2;"[12,23]";"[25,56]";"[171,280]";"[280,280]";0.00;0.00
2;10;22;218;2197;2;"[12,144]";"[25,404]";"[1660,2197]";"[2203,2197]";0.00;0.00
2;10;22;50;181;2;"[12,40]";"[28,110]";"[74,181]";"[181,181]";0.00;0.00
